ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001941040-25-000258	0	125	91762329	
0002022893-25-000003	0	97	69593921	N
0001172661-25-001575	0	50	159484462	
0002041943-25-000002	0	797	147376916	N
0001177206-25-000003	0	1078	22624418910	N
0001846462-25-000002	0	161	418936056	N
0000950123-25-004032	6	3998	76411266600	N
0000950123-25-004031	0	4	163600515	N
0001481714-25-000005	0	104	876745733	N
0001667731-25-000593	0	63	202558250	
0001960749-25-000004	0	272	205294670	N
0001512779-25-000006	0	269	323922684	N
0001767045-25-000002	0	2787	1084646695	N
0002011850-25-000005	0	117	199787	N
0001934500-25-000004	0	122	118831469	N
0002026602-25-000003	0	1226	125269181	N
0001811240-25-000002	0	184	716324486	N
0000937589-25-000002	0	254	2916610	N
0000714142-25-000002	24	3723	11078570	N
0001964652-25-000002	0	394	196602605	N
0001085146-25-002607	0	36	254191925	N
0002053510-25-000002	0	9	1612454329	N
0001104659-25-044480	1	640	1652957046	
0002055134-25-000004	0	94	90290757	N
0001667731-25-000592	0	227	841004898	
0001059187-25-000005	0	291	857174432	N
0000829407-25-000003	0	994	1999232674	N
0002040070-25-000002	0	58	181637	N
0001641866-25-000006	0	4312	3243123494	N
0002065974-25-000001	0	66	312715500	N
0002066184-25-000003	0	64	136784158	N
0001844707-25-000003	0	154	230694	N
0001608034-25-000002	0	86	274807474	N
0002004520-25-000006	0	127	120935558	N
0001082917-25-000003	0	1189	10794984	N
0001085146-25-002606	0	110	205868855	N
0001398344-25-008646	0	161	1087461515	
0001977044-25-000002	0	47	189132237	N
0001376474-25-000429	0	1255	3222111823	
0001862864-25-000004	0	114	117996540	N
0001172661-25-001574	0	69	198398096	
0001912095-25-000003	0	22	195874799	N
0002007263-25-000004	0	158	242868757	N
0001140361-25-017304	1	70	4531129492	
0000717538-25-000052	1	310	894472298	N
0001104659-25-044465	0	26	128545457	
0001426853-25-000002	0	606	5263012273	N
0000046392-25-000002	0	9229	222470	N
0001780985-25-000003	0	662	1534126	N
0001705711-25-000004	0	341	396161095	N
0001172661-25-001573	0	26	143032746	Y
0001795934-25-000003	0	377	346249831	N
0001062993-25-008462	0	70	139529858	N
0001140361-25-017296	0	8	40699884	Y
0001808523-25-000004	0	14	66433205	N
0001420506-25-000872	0	18	245346300	N
0000929638-25-001776	1	43	11132437089	
0001529090-25-000012	0	10	16812021432	N
0001765380-25-000164	0	55	116118904	N
0001214659-25-006919	0	28	213799841	
0001616034-25-000006	0	664	1717778699	N
0001213900-25-039607	0	276	515873292	
0002019946-25-000003	0	456	51045049	N
0002043538-25-000003	3	412	225741152	N
0002055812-25-000003	0	157	107488	N
0000356264-25-000005	0	401	1697015050	N
0001697717-25-000005	0	155	454055579	N
0002007960-25-000002	0	58	162367870	N
0001376474-25-000428	0	168	363679888	
0001765380-25-000163	0	317	3555806525	N
0001538846-25-000006	0	596	4890874	N
0001172661-25-001572	0	340	438734734	
0001085146-25-002605	0	50	174765177	N
0001172661-25-001570	0	57	421659654	
0001376474-25-000427	0	110	952038052	
0001649451-25-000004	0	1506	5996599613	N
0001085146-25-002604	0	60	205827495	N
0001085146-25-002603	0	181	166523610	N
0001085146-25-002602	0	0	0	N
0001085146-25-002601	0	133	286567148	N
0001398344-25-008639	0	274	878585789	
0002040263-25-000002	0	18	256012726	N
0001420506-25-000869	0	66	175909960	N
0001563634-25-000003	0	54	142302558	N
0001903044-25-000002	0	97	203287000	N
0001694164-25-000003	0	228	17692105650	N
0001687832-25-000002	0	141	362534932	N
0001398344-25-008635	0	429	1225916961	
0001837320-25-000007	0	15	192049702	N
0001911470-25-000002	0	84	81521727	N
0000950123-25-004011	0	1	68031755	N
0001214659-25-006914	0	1	85629994	
0001301396-25-000003	0	208	2581867292	N
0001984555-25-000003	0	259	468306256	N
0002043468-25-000003	0	102	138110	N
0001085146-25-002600	0	119	729473939	N
0001079738-25-000011	0	56	384601	
0001104659-25-044412	0	134	545991	
0001633896-25-000002	0	163	83685609	N
0001398344-25-008628	0	199	2387587650	
0001843581-25-000004	0	189	615548139	N
0001085146-25-002599	0	46	114203190	N
0001085146-25-002598	5	285	981022896	
0001965798-25-000003	0	52	81109	N
0001455253-25-000006	0	23	1236288832	N
0001965329-25-000004	0	119	136585676	N
0000898432-25-000312	0	6	129024432	
0002054264-25-000019	0	92	319541615	N
0001705819-25-000031	0	52	121277329	
0002054264-25-000018	0	95	320431867	N
0001381843-25-000004	0	37	226505046	N
0002043591-25-000003	0	162	246402	N
0002054264-25-000017	0	92	326822108	N
0001085146-25-002597	0	32	239291713	N
0001592613-25-000003	0	259	1889176175	N
0001085146-25-002596	0	662	1763207967	N
0001640680-25-000004	0	2	170634929	N
0001085146-25-002595	0	185	690260901	N
0001085146-25-002594	0	618	3579314949	N
0001085146-25-002593	0	121	311734020	N
0001085146-25-002592	0	99	269574457	N
0002054264-25-000016	0	90	317810739	N
0001592613-25-000002	0	384	598182332	N
0001214659-25-006901	0	53	66298570	
0002054264-25-000015	0	94	314594778	N
0001172661-25-001569	0	224	379099634	
0002054264-25-000014	0	90	350074911	N
0001085146-25-002590	0	162	377375152	N
0001085146-25-002589	0	49	242287398	N
0001085146-25-002588	0	38	203132989	N
0001085146-25-002587	0	146	108187836	N
0001172661-25-001568	0	50	152083520	
0001085146-25-002586	0	20	233518023	N
0001085146-25-002585	0	140	328740054	N
0001085146-25-002584	0	2356	16533787265	N
0002054264-25-000013	0	90	361302460	N
0001085146-25-002583	0	504	1162715061	N
0001085146-25-002582	0	102	209793593	N
0001085146-25-002581	0	65	214138324	N
0001085146-25-002580	0	14	52172404	N
0001085146-25-002579	0	184	445737731	N
0001085146-25-002578	0	632	1600999125	N
0001420506-25-000867	0	78	577468242	N
0001804352-25-000002	0	85	269774870	N
0001618824-25-000004	0	56	176102573	N
0001062993-25-008442	0	20	356408798	N
0001314404-25-000002	0	120	2965143646	N
0001420506-25-000865	0	209	265755710	N
0001570396-25-000002	0	89	178701	N
0001398344-25-008621	0	232	412581647	
0001705819-25-000030	0	76	111098642	
0001664324-25-000003	0	74	325680265	N
0001162044-25-000472	0	1159	386029768	
0001831003-25-000003	0	286	314577	N
0001667731-25-000591	0	66	142816435	
0001667731-25-000590	0	54	167441983	
0001667731-25-000589	0	68	258682361	
0002011221-25-000003	0	98	148529192	N
0001993888-25-000007	6	2009	90019000776	N
0001625244-25-000006	1	92	8057778	N
0002033881-25-000004	0	93	183530168	N
0001178913-25-001564	4	407	7120737	
0001178913-25-001558	2	65	605483	
0001727917-25-000005	0	155	306398234	N
0002024333-25-000002	0	118	231027876	N
0000053417-25-000046	2	809	142582282188	N
0001085146-25-002576	0	0	0	N
0002013091-25-000002	0	785	477081916	N
0001161722-25-000004	0	1139	2310464345	N
0002022512-25-000003	0	47	116547078	N
0002051343-25-000003	0	90	133140549	N
0002023570-25-000002	0	2863	223916838	N
0001398344-25-008599	0	1361	244029395	
0001398344-25-008596	0	154	241609359	
0001316617-25-000007	0	149	6679044058	N
0001398344-25-008587	0	77	293893049	
0001667731-25-000588	0	214	673367956	
0001507673-25-000009	1	4	138841811	N
0001891240-25-000003	0	245	250711724	N
0001909304-25-000002	0	164	148490683	N
0001096343-25-000062	1	217	11261372517	N
0001906805-25-000003	0	59	242864664	N
0000894189-25-003535	1	8	5116238	
0001123292-25-000186	1	3	63079078	
0000040417-25-000034	0	67	1373239577	N
0001062993-25-008369	0	1692	73385652291	N
0001765380-25-000162	0	165	474966733	N
0001999371-25-005352	0	8	187387580	
0001104659-25-044118	0	6	1234240208	
0001172661-25-001567	0	224	380230384	
0001754960-25-000274	0	85	131385404	N
0001172661-25-001566	0	23	151114211	
0001765380-25-000161	0	237	1133750724	N
0000947871-25-000445	0	3	172676977	
0001387304-25-000004	0	86	930865837	N
0001140361-25-017109	0	236	842982421	
0001027796-25-000029	1	178	28642095255	N
0001683168-25-003066	0	349	4291554	
0001911832-25-000004	3	968	6041849330	N
0000024386-25-000003	0	147	9994147534	N
0001874761-25-000004	0	54	185581360	N
0002009419-25-000003	0	354	249882095	N
0001815183-25-000003	0	568	515038534	N
0001596901-25-000002	0	110	167850124	N
0001756695-25-000005	0	113	951839223	N
0001172661-25-001565	0	735	3874279804	
0001172661-25-001564	0	24	1366933007	
0001954044-25-000003	0	41	146488281	N
0001214659-25-006854	0	193	1201331694	
0001961850-25-000004	0	46	272662065	N
0001398344-25-008551	0	1	785564420	
0001791965-25-000004	1	1206	5307743934	N
0001844314-25-000003	0	144	340059183	N
0001667731-25-000586	0	152	2870361866	
0002055328-25-000002	2	91	138597042	N
0001667731-25-000584	0	13	203590470	
0001814214-25-000003	0	815	608974603	N
0000950123-25-003985	0	506	1604897786	N
0001727599-25-000005	0	248	6001970663	N
0001894164-25-000004	0	176	185947914	N
0001214659-25-006850	0	138	1165954907	
0001172661-25-001563	0	5	277473759	
0001546865-25-000003	0	166	745612662	N
0001719305-25-000004	0	651	1309780943	N
0001951757-25-000501	0	388	658485315	N
0001951757-25-000500	0	81	506805936	N
0001172661-25-001562	0	177	571845876	
0001068837-25-000023	4	4477	96275900127	N
0001951757-25-000499	2	68	239728963	N
0001951757-25-000498	0	46	188674367	N
0001172661-25-001561	0	213	3763963580	
0001951757-25-000497	0	351	406500952	N
0001951757-25-000496	0	195	177807012	N
0001172661-25-001560	0	118	325808719	
0001951757-25-000495	0	42	489269093	N
0001951757-25-000494	0	63	163692391	N
0001951757-25-000493	0	128	448772015	N
0001951757-25-000492	0	106	203226022	N
0001951757-25-000491	0	80	202059226	N
0000810384-25-000004	0	326	787644174	N
0001085146-25-002572	0	240	475666664	N
0001938757-25-000005	0	144	508222386	N
0001085146-25-002571	0	47	158203726	N
0000950123-25-003982	0	245	220403116	N
0001085146-25-002570	0	66	4472459292	N
0001085146-25-002569	0	59	280346425	N
0001085146-25-002568	0	34	141329013	N
0001085146-25-002567	0	81	140279408	N
0001085146-25-002566	0	112	406297768	N
0001085146-25-002565	0	370	7643312211	N
0001085146-25-002564	0	130	425251304	N
0001085146-25-002563	0	94	217010783	N
0001085146-25-002562	0	197	1612882019	N
0001085146-25-002561	0	197	463017779	N
0001674581-25-000002	0	217	1024233306	N
0001085146-25-002560	0	387	1666915994	N
0001085146-25-002559	0	124	113702526	N
0001085146-25-002558	0	90	64881281	N
0001085146-25-002557	0	33	102306709	N
0001085146-25-002555	0	399	1155667282	N
0001085146-25-002554	0	122	813147034	N
0001910174-25-000002	0	63	120851586	N
0001441888-25-000002	1	167	1144268961	N
0002055099-25-000002	0	90	110104358	N
0001085146-25-002553	0	136	141312807	N
0001085146-25-002552	0	62	7608014523	N
0001085146-25-002551	0	143	587122672	N
0001601384-25-000002	0	254	886379993	N
0001590214-25-000004	0	49	236494552	N
0001085146-25-002550	0	118	155302389	N
0001085146-25-002549	0	62	212864716	N
0001085146-25-002548	0	81	237061564	N
0001085146-25-002547	0	124	104026893	N
0001085146-25-002546	0	51	133974187	N
0001085146-25-002545	0	78	183115818	N
0001085146-25-002544	0	32	118126168	N
0001420506-25-000861	0	1	71474814	N
0001533551-25-000002	0	61	1002921935	N
0001062993-25-008351	0	29	246243601	N
0002011342-25-000003	0	1490	270975034	N
0002055297-25-000004	0	709	95399013	N
0001040188-25-000032	4	2748	97735941500	
0001590214-25-000003	0	285	1534365735	N
0001941040-25-000249	0	46	85799224	
0001286534-25-000002	0	75	453306	N
0001326766-25-000002	0	103	741223	N
0001576419-25-000869	31	50390	4761025143344	N
0001667731-25-000579	0	1	0	
0001085146-25-002541	0	16	177051251	N
0000039263-25-000087	3	1285	7137867697	N
0001858828-25-000002	0	73	156492347	N
0001801263-25-000005	2	393	1226741402	N
0001938514-25-000003	0	265	344667426	N
0001006378-25-000009	1	573	6525687444	N
0001085146-25-002540	0	0	0	N
0001729673-25-000005	0	102	823071093	N
0001104659-25-043940	0	155	321346310	
0001085146-25-002539	1	408	1599620590	N
0001398344-25-008524	0	81	408628990	
0001308685-25-000007	0	53	1200497116	N
0001672512-25-000002	0	9	2748045414	N
0000898358-25-000007	0	465	4850677926	N
0002031885-25-000002	0	122	453723204	N
0001104659-25-043932	0	3120	2110642023	
0001398344-25-008521	0	492	1356501653	
0001802865-25-000004	0	100	342093	N
0001104659-25-043927	0	246	564236868	
0001667731-25-000578	0	934	37251406117	
0001799367-25-000002	0	44	228147726	N
0001667731-25-000577	0	72	192627205	
0001667731-25-000576	0	3	145955616	
0001858699-25-000002	0	12	56442967	N
0001140361-25-017037	0	170	1016958419	
0001104659-25-043912	0	215	703731181	
0001104659-25-043909	0	94	361713000	
0001728778-25-000004	0	75	226689	N
0001667731-25-000575	0	75	205055850	
0001111797-25-000004	0	44	244985471	N
0001104659-25-043901	0	102	770303408	
0001104659-25-043900	0	42	182951893	
0001140436-25-000006	0	27	5358474476	N
0002026645-25-000003	0	307	143017428	N
0001965362-25-000004	0	157	374870812	N
0001252007-25-000001	0	191	291486902	N
0001799964-25-000003	0	149	381362976	N
0001754960-25-000272	0	269	695671069	N
0001754960-25-000271	0	69	99979909	N
0001853635-25-000006	0	4	84950	N
0000904454-25-000234	0	14	216080102	
0002055557-25-000002	0	177	102373802	N
0001420506-25-000859	0	128	262485583	N
0001754960-25-000270	0	32	112798498	N
0001104659-25-043873	0	168	375370558	
0001104659-25-043871	0	152	190739310	
0001104659-25-043863	0	131	395153505	
0001053292-25-000003	0	65	291309181	N
0001976780-25-000002	0	43	85055809	N
0001727336-25-000003	0	637	10435431915	N
0001104659-25-043847	0	10	4490134430	
0002042011-25-000002	0	111	88010039	N
0002045252-25-000003	2	493	88215536	N
0001104659-25-043845	1	487	268392481	
0001085146-25-002538	0	88	132076467	N
0001085146-25-002537	0	37	152261581	N
0001420506-25-000855	0	50	150864232	N
0001085146-25-002536	0	70	119695186	N
0001568303-25-000005	0	272	265546807	N
0001085146-25-002535	0	157	421941743	N
0001999371-25-005290	0	1743	3960381577	
0001999371-25-005288	0	1849	7178517581	
0001667731-25-000574	0	46	156113114	
0001951757-25-000490	0	201	148138608	N
0000912938-25-000044	9	3631	300806701806	N
0000950123-25-003971	2	142	6209841	N
0001140361-25-016980	0	272	2794996738	
0001946237-25-000005	0	69	321724366	N
0002047860-25-000010	0	80	178852613	N
0001032814-25-000003	0	69	3427861217	N
0001754960-25-000268	0	25	77286422	N
0002039501-25-000011	0	57	69128873	N
0001851815-25-000004	0	4132	2997716131	N
0001715740-25-000005	0	1413	2119603870	N
0001802533-25-000004	0	258	513507458	N
0001951757-25-000489	17	749	4275479682	N
0001350780-25-000002	0	76	836208434	N
0001764387-25-000004	0	200	425211622	N
0002010098-25-000003	0	189	213963231	N
0001652044-25-000045	5	44	1577003761	N
0002056037-25-000007	0	85	156652227	N
0001508120-25-000002	0	151	583849064	N
0001535061-25-000004	0	813	2946919061	
0001716984-25-000004	0	111	746927889	N
0001006435-25-000007	0	129	379410281	N
0001291318-25-000004	5	695	3527624465	N
0001927537-25-000002	0	286	543347325	N
0002013703-25-000003	0	88	177820294	N
0001667731-25-000573	0	85	194630289	
0001667731-25-000572	0	182	502153631	
0001808163-25-000002	0	26	129990331	N
0001764387-25-000003	0	1207	4545914581	N
0001754960-25-000269	0	156	154489118	N
0001456048-25-000003	0	3340	5283445350	N
0001420506-25-000853	0	98	278807315	N
0001754960-25-000266	0	57	129948453	N
0001777817-25-000004	0	129	562773331	N
0001566493-25-000002	0	181	390404054	N
0001754960-25-000265	0	102	194149027	N
0001754960-25-000267	0	132	237142181	N
0001622757-25-000003	0	33	768539381	N
0001420506-25-000852	0	1203	3135836897	N
0001062993-25-008329	0	62	236546398	N
0001104659-25-043577	0	929	3291282170	
0001398344-25-008455	0	280	258675299	
0001482611-25-000002	0	104	149714600	N
0000934745-25-000004	0	179	1115576550	N
0001667731-25-000571	0	184	180894527	
0001420506-25-000850	0	1387	459545243	N
0001420506-25-000848	0	402	174199530	N
0002053303-25-000003	0	22	134014459	N
0001640335-25-000002	0	153	170891275	N
0001632105-25-000004	0	318	483476387	N
0001437749-25-014145	0	183	422658723	N
0001398344-25-008448	0	118	670211758	
0001380089-25-000003	0	24	3113482860	N
0001996154-25-000010	0	25	491403215	N
0001376474-25-000426	0	34	563104807	
0002050972-25-000007	0	247	253561567	N
0001062993-25-008309	0	110	180381305	N
0001172661-25-001557	0	248	1701609589	
0000898432-25-000298	0	16	64491500	
0001437749-25-014117	0	161	484908688	N
0001936953-25-000003	0	505	3115191935	N
0000902664-25-002052	0	40	223515749	
0001085146-25-002533	0	146	233229305	N
0001104659-25-043531	0	212	798827962	
0000921895-25-001231	3	1	371953462	
0001104659-25-043527	0	89	229129860	
0001104659-25-043524	0	85	311532644	
0001085146-25-002532	0	154	353391670	N
0001817174-25-000002	0	171	275429165	N
0001085146-25-002531	0	116	155147753	N
0001085146-25-002530	0	80	114513754	N
0002047201-25-000003	0	335	135879633	N
0001085146-25-002529	0	65	213126028	N
0000950172-25-000098	0	1	0	N
0001475896-25-000002	0	1131	1231946873	N
0001085146-25-002528	0	72	147762016	N
0002023325-25-000002	0	1488	1034921994	N
0001172661-25-001556	0	112	1599272719	
0001775530-25-000003	0	78	263444452	N
0001802473-25-000004	0	478	1039211455	N
0001454937-25-000006	1	38	125861226	N
0000040545-25-000068	0	1	7700000	N
0002064883-25-000001	0	76	107873251	N
0001580642-25-002731	1	5238	25076377	
0001376474-25-000425	0	0	0	
0001540944-25-000002	0	141	733400276	N
0001376474-25-000424	0	18	99857986	
0001765380-25-000159	0	150	240228636	N
0001172779-25-000003	0	58	847426337	N
0002054465-25-000002	0	1071	511218372	N
0001667731-25-000570	0	21	319315191	
0001667731-25-000569	0	206	946655897	
0001667731-25-000568	0	89	173611520	
0001639695-25-000004	0	435	402266129	N
0001807283-25-000003	0	884	403796860	N
0000869772-25-000084	1	20	267106994	N
0001398344-25-008410	0	9	589890975	
0001398344-25-008407	0	64	313002796	
0002051491-25-000013	0	239	327862365	N
0001861678-25-000002	0	231	146446961	N
0001140361-25-016854	0	74	1656671024	
0001172661-25-001555	0	147	1208371301	
0002032436-25-000003	0	131	160658546	N
0002053824-25-000003	0	25	106048935	N
0001034886-25-000003	0	426	2728609769	N
0002022843-25-000003	0	84	167537436	N
0001705819-25-000029	0	73	511007923	
0001895678-25-000003	0	24	182742537	N
0001398344-25-008404	0	34	1186278554	
0001836270-25-000002	0	596	311523301	N
0000950123-25-003956	2	2	470476664	N
0001398344-25-008403	0	59	638639015	
0000313807-25-000013	1	1	15917000	N
0000320335-25-000030	0	2	340245284	N
0000900169-25-000002	0	42	485569	N
0001537191-25-000003	0	1603	5027391	N
0001732543-25-000002	0	56	146166	N
0001314440-25-000006	0	167	6930115636	
0001705819-25-000028	0	185	1384980991	
0000757657-25-000012	0	1236	6823824033	
0001566601-25-000004	0	175	307524	N
0001830817-25-000002	0	235	343461084	N
0002047270-25-000004	0	519	299673591	N
0001664656-25-000004	0	100	340458038	N
0000897069-25-000898	0	2086	15709508755	
0001104659-25-043302	0	210	1409336638	
0001104659-25-043298	0	243	2221182062	
0001951586-25-000003	8	1410	1214367860	N
0001667731-25-000567	0	103	131639787	
0000810265-25-000005	0	3171	68126473	N
0001997602-25-000002	0	124	394289841	N
